date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:11:32	2478/2478	---M-Z	200	added ('OK')	text/html	date:Sun,%2006%20Apr%202025%2005:31:29%20GMT	https://uea8mega.info/	C:/Users/user/Desktop/KELVIN/JKC88/JKC%20VIP/JKC88-EVENT/uea8mega.info/index.html	(from )
13:11:32	796/796	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2007%20Apr%202025%2005:11:31%20GMT	https://uea8mega.info/robots.txt		(from )
13:11:32	3000/3000	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Feb%202025%2010:09:47%20GMT	https://uea8mega.info/css/style.css	C:/Users/user/Desktop/KELVIN/JKC88/JKC%20VIP/JKC88-EVENT/uea8mega.info/css/style.css	(from https://uea8mega.info/)
13:11:33	232948/232948	---M-Z	200	added ('OK')	text/css	etag:W/%2238df4-HxOZgbm0enZu+gphu3ito1HxbEs%22	https://cdn.jsdelivr.net/npm/bootstrap@5.3.2/dist/css/bootstrap.min.css	C:/Users/user/Desktop/KELVIN/JKC88/JKC%20VIP/JKC88-EVENT/cdn.jsdelivr.net/npm/bootstrap@5.3.2/dist/css/bootstrap.min.css	(from https://uea8mega.info/)
13:11:33	276182/276182	---M-Z	200	added ('OK')	application/x-javascript	date:Mon,%2007%20Apr%202025%2005:11:33%20GMT	https://connect.facebook.net/en_US/fbevents.js	C:/Users/user/Desktop/KELVIN/JKC88/JKC%20VIP/JKC88-EVENT/connect.facebook.net/en_US/fbevents.js	(from https://uea8mega.info/)
13:11:33	449185/449185	---M--	200	added ('OK')	image/jpeg	date:Mon,%2010%20Feb%202025%2010:06:06%20GMT	https://uea8mega.info/image/bg.jpg	C:/Users/user/Desktop/KELVIN/JKC88/JKC%20VIP/JKC88-EVENT/uea8mega.info/image/bg.jpg	(from https://uea8mega.info/)
13:11:33	323/323	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Feb%202025%2002:48:45%20GMT	https://uea8mega.info/assets/load.html	C:/Users/user/Desktop/KELVIN/JKC88/JKC%20VIP/JKC88-EVENT/uea8mega.info/assets/load.html	(from https://uea8mega.info/)
13:11:34	29529/29529	---M--	200	added ('OK')	image/png	date:Mon,%2010%20Feb%202025%2010:06:06%20GMT	https://uea8mega.info/image/btn.png	C:/Users/user/Desktop/KELVIN/JKC88/JKC%20VIP/JKC88-EVENT/uea8mega.info/image/btn.png	(from https://uea8mega.info/)
13:11:34	89795/89795	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-15ec3%22	https://code.jquery.com/jquery-3.6.4.min.js	C:/Users/user/Desktop/KELVIN/JKC88/JKC%20VIP/JKC88-EVENT/code.jquery.com/jquery-3.6.4.min.js	(from https://uea8mega.info/)
13:11:34	1857/1857	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2018%20Dec%202024%2002:33:34%20GMT	https://uea8mega.info/js/script.js	C:/Users/user/Desktop/KELVIN/JKC88/JKC%20VIP/JKC88-EVENT/uea8mega.info/js/script.js	(from https://uea8mega.info/)
13:11:34	796/796	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2007%20Apr%202025%2005:11:34%20GMT	https://uea8mega.info/a	C:/Users/user/Desktop/KELVIN/JKC88/JKC%20VIP/JKC88-EVENT/uea8mega.info/a	(from https://connect.facebook.net/en_US/fbevents.js)
13:11:35	796/796	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2007%20Apr%202025%2005:11:35%20GMT	https://uea8mega.info/POST	C:/Users/user/Desktop/KELVIN/JKC88/JKC%20VIP/JKC88-EVENT/uea8mega.info/POST	(from https://connect.facebook.net/en_US/fbevents.js)
13:11:35	796/796	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2007%20Apr%202025%2005:11:35%20GMT	https://uea8mega.info/b.resolvedLink	C:/Users/user/Desktop/KELVIN/JKC88/JKC%20VIP/JKC88-EVENT/uea8mega.info/b.resolvedLink	(from https://connect.facebook.net/en_US/fbevents.js)
13:11:35	796/796	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2007%20Apr%202025%2005:11:35%20GMT	https://uea8mega.info/signals/iwl.js	C:/Users/user/Desktop/KELVIN/JKC88/JKC%20VIP/JKC88-EVENT/uea8mega.info/signals/iwl.js	(from https://connect.facebook.net/en_US/fbevents.js)
13:11:36	796/796	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2007%20Apr%202025%2005:11:36%20GMT	https://uea8mega.info/c.dl	C:/Users/user/Desktop/KELVIN/JKC88/JKC%20VIP/JKC88-EVENT/uea8mega.info/c.dl	(from https://connect.facebook.net/en_US/fbevents.js)
13:11:36	796/796	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2007%20Apr%202025%2005:11:36%20GMT	https://uea8mega.info/schema.org/	C:/Users/user/Desktop/KELVIN/JKC88/JKC%20VIP/JKC88-EVENT/uea8mega.info/schema.org/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
13:11:36	796/796	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2007%20Apr%202025%2005:11:36%20GMT	https://uea8mega.info/c.rl	C:/Users/user/Desktop/KELVIN/JKC88/JKC%20VIP/JKC88-EVENT/uea8mega.info/c.rl	(from https://connect.facebook.net/en_US/fbevents.js)
